date,platform,spend,impressions,clicks,conversions,conversion_value,rows,ctr,cpc,cpm,cpa,conversion_rate,roas
2024-01-01,Facebook,533.2,92646,2693,69,0,3,0.029067633788830604,0.19799480133679911,5.755240377350344,7.727536231884058,0.025621982918678055,
2024-01-01,Google Ads,1225.9,137024,4469,135,6750.0,3,0.03261472442783746,0.27431192660550463,8.946607893507707,9.080740740740742,0.030208100246140075,5.50615874051717
2024-01-01,TikTok,1481.2,547257,8691,124,0,3,0.015881021165558413,0.17042917961109194,2.706589408632507,11.94516129032258,0.014267633183753308,
2024-01-02,Facebook,554.0,92812,2791,73,0,3,0.030071542472956084,0.19849516302400574,5.96905572555273,7.589041095890411,0.026155499820852742,
2024-01-02,Google Ads,1225.6000000000001,139035,4568,140,7000.0,3,0.032855036501600314,0.2683012259194396,8.815046571007302,8.754285714285714,0.03064798598949212,5.7114882506527405
2024-01-02,TikTok,1552.3999999999999,578590,9257,132,0,3,0.01599923953058297,0.16770011882899427,2.683074370452306,11.76060606060606,0.01425947931295236,
2024-01-03,Facebook,546.9,98369,2912,73,0,3,0.029602822027264688,0.18780906593406593,5.559678353952973,7.491780821917808,0.02506868131868132,
2024-01-03,Google Ads,960.3,193691,2546,79,3950.0,3,0.013144647918591984,0.37717989002356633,4.957896856333026,12.155696202531646,0.031029065200314218,4.113297927730917
2024-01-03,TikTok,1948.0,681479,11035,183,0,3,0.016192722006107305,0.1765292251925691,2.8584886694967855,10.6448087431694,0.016583597643860443,
2024-01-04,Facebook,477.4,133691,1935,62,0,3,0.014473674368506481,0.24671834625322997,3.570921004405682,7.699999999999999,0.03204134366925065,
2024-01-04,Google Ads,803.5,229701,4068,129,6450.0,3,0.01770997949508274,0.19751720747295967,3.498025694272119,6.228682170542636,0.03171091445427729,8.027380211574362
2024-01-04,TikTok,1810.1999999999998,825913,13025,159,0,3,0.01577042618290304,0.13897888675623798,2.191756274571292,11.384905660377358,0.012207293666026872,
2024-01-05,Facebook,446.3,130913,1757,55,0,3,0.013421127008012955,0.2540125213431986,3.4091343105726706,8.114545454545455,0.03130335799658509,
2024-01-05,Google Ads,953.0999999999999,199025,2613,83,4150.0,3,0.013129003893983167,0.3647531572904707,4.788845622409244,11.48313253012048,0.03176425564485266,4.35421256951002
2024-01-05,TikTok,2050.9,719924,11757,194,0,3,0.016330890482884306,0.1744407586969465,2.848772926031081,10.571649484536083,0.016500808029259163,
2024-01-06,Facebook,412.4,149701,2412,40,0,3,0.016112116819526925,0.17097844112769486,2.7548246170700263,10.309999999999999,0.01658374792703151,
2024-01-06,Google Ads,806.5,227813,4123,129,6450.0,3,0.01809817701360326,0.19560999272374485,3.5401842739439804,6.251937984496124,0.03128789716226049,7.9975201487910725
2024-01-06,TikTok,1856.8,852469,13302,163,0,3,0.015604086482910229,0.13958803187490604,2.1781437213552635,11.391411042944785,0.012253796421590739,
2024-01-07,Facebook,591.6,100566,3057,83,0,3,0.030397947616490662,0.19352306182531895,5.882703895948929,7.127710843373494,0.027150801439319593,
2024-01-07,Google Ads,1265.6,141590,4623,142,7100.0,3,0.0326506109188502,0.2737616266493619,8.938484356239847,8.912676056338027,0.03071598529093662,5.609987357774969
2024-01-07,TikTok,1681.2,630147,10146,143,0,3,0.0161010050035944,0.16570076877587228,2.667948907159758,11.756643356643357,0.014094224324857086,
2024-01-08,Facebook,446.1,132813,1746,56,0,3,0.013146303449210544,0.2554982817869416,3.358857943123038,7.966071428571429,0.032073310423825885,
2024-01-08,Google Ads,972.8,196479,2568,80,4000.0,3,0.013070099094559725,0.37881619937694705,4.951165264481191,12.16,0.03115264797507788,4.111842105263158
2024-01-08,TikTok,2087.7,753480,12046,199,0,3,0.015987152943674685,0.1733106425369417,2.7707437490046183,10.490954773869346,0.0165200066412087,
2024-01-09,Facebook,435.1,156702,2577,47,0,3,0.016445227246620973,0.1688397361272798,2.776607828872637,9.25744680851064,0.01823826154443151,
2024-01-09,Google Ads,817.7,228035,4191,131,6550.0,3,0.018378757646852456,0.19510856597470772,3.5858530488740765,6.241984732824428,0.031257456454306845,8.010272716155068
2024-01-09,TikTok,1961.0,909147,14146,173,0,3,0.015559639970213838,0.1386257599321363,2.1569669151413358,11.335260115606937,0.012229605542202742,
2024-01-10,Facebook,596.5,100812,3046,84,0,3,0.03021465698527953,0.1958305975049245,5.916954330833631,7.101190476190476,0.02757715036112935,
2024-01-10,Google Ads,1239.0,138813,4457,135,6750.0,3,0.03210794378048166,0.27798967915638323,8.925676989907286,9.177777777777777,0.030289432353601077,5.447941888619854
2024-01-10,TikTok,1674.9,625368,10057,144,0,3,0.016081731076742014,0.16654071790792485,2.6782630387228,11.631250000000001,0.01431838520433529,
2024-01-11,Facebook,732.3,182713,3624,100,0,4,0.019834385073859002,0.20206953642384104,4.007924997126641,7.3229999999999995,0.02759381898454746,
2024-01-11,Google Ads,1464.0,282147,5280,164,8200.0,4,0.018713649267934798,0.2772727272727273,5.188784569745558,8.926829268292684,0.03106060606060606,5.601092896174864
2024-01-11,TikTok,2816.1,1082602,17713,260,0,4,0.01636150681413853,0.1589849263252978,2.601232955416672,10.831153846153846,0.01467848472873031,
2024-01-12,Facebook,689.2,173470,3305,89,0,4,0.019052285697815183,0.20853252647503784,3.973021271689629,7.7438202247191015,0.026928895612708018,
2024-01-12,Google Ads,1407.2,275036,5047,153,7650.0,4,0.018350325048357305,0.2788191004557163,5.116421123052982,9.197385620915034,0.030315038636813948,5.436327458783399
2024-01-12,TikTok,2709.3,1044259,16947,246,0,4,0.0162287325270838,0.15986900336342716,2.5944712949565196,11.013414634146342,0.01451584351212604,
2024-01-13,Facebook,588.8,151602,2820,72,0,4,0.018601337713222782,0.20879432624113473,3.883853775016161,8.177777777777777,0.02553191489361702,
2024-01-13,Google Ads,1248.7,246380,4502,136,6800.0,4,0.01827258706063804,0.27736561528209686,5.068187352869551,9.181617647058824,0.030208796090626388,5.445663490029631
2024-01-13,TikTok,2466.9,938258,15158,225,0,4,0.016155471096436162,0.16274574482121654,2.6292341765271385,10.964,0.014843646919118617,
2024-01-14,Facebook,553.3,143158,2633,65,0,4,0.01839226588803979,0.2101405241169768,3.8649603934114753,8.512307692307692,0.024686669198632737,
2024-01-14,Google Ads,1197.9,238369,4302,129,6450.0,4,0.01804764881339436,0.2784518828451883,5.025401793018387,9.286046511627907,0.0299860529986053,5.3844227397946405
2024-01-14,TikTok,2386.4,904824,14513,216,0,4,0.0160395833885927,0.16443188865155378,2.6374189897703864,11.04814814814815,0.01488320815820299,
2024-01-15,Facebook,637.9,163813,3038,82,0,4,0.01854553667901815,0.20997366688610927,3.894074340864278,7.779268292682927,0.026991441737985518,
2024-01-15,Google Ads,1334.9,263814,4791,146,7300.0,4,0.018160522186085652,0.2786265915257775,5.060004397037306,9.143150684931507,0.03047380505113755,5.468574425050565
2024-01-15,TikTok,2560.1,980380,15824,233,0,4,0.016140680144433792,0.16178589484327602,2.6113343805463187,10.987553648068669,0.014724469160768453,
2024-01-16,Facebook,705.2,176380,3391,95,0,4,0.019225535775031184,0.20796225302270718,3.9981857353441432,7.423157894736843,0.028015334709525212,
2024-01-16,Google Ads,1408.1,273824,5113,158,7900.0,4,0.018672578006310624,0.27539604928613337,5.142354212925091,8.912025316455695,0.030901623313123412,5.610396988850224
2024-01-16,TikTok,2893.6,1114935,18026,266,0,4,0.01616775865857651,0.16052368800621325,2.5953082466690884,10.878195488721804,0.014756462886941085,
2024-01-17,Facebook,748.3,183036,3635,105,0,4,0.019859481194956185,0.20585969738651994,4.088266789046964,7.126666666666666,0.02888583218707015,
2024-01-17,Google Ads,1471.6,285380,5446,166,8300.0,4,0.019083327493167004,0.2702166727873669,5.156633260915271,8.865060240963855,0.03048108703635696,5.6401195977167715
2024-01-17,TikTok,3048.2,1171591,18936,280,0,4,0.01616263696119209,0.1609738065061259,2.601761194819694,10.88642857142857,0.014786649767638362,
2024-01-18,Facebook,715.2,175380,3418,97,0,4,0.019489109362527086,0.20924517261556466,4.078002052685597,7.37319587628866,0.028379169104739616,
2024-01-18,Google Ads,1431.4,278713,5225,160,8000.0,4,0.018746882994334673,0.2739521531100479,5.135748960400125,8.946250000000001,0.03062200956937799,5.588933910856504
2024-01-18,TikTok,2959.3,1134825,18224,271,0,4,0.016058863701451764,0.16238476733977175,2.6077148459013504,10.919926199261994,0.014870500438981563,
2024-01-19,Facebook,673.5,169137,3221,89,0,4,0.019043733777943325,0.20909655386525924,3.981979105695383,7.567415730337078,0.027631170443961503,
2024-01-19,Google Ads,1374.4,270258,4958,151,7550.0,4,0.018345432882652873,0.27720855183541754,5.085510882194051,9.101986754966887,0.03045582896329165,5.493306169965075
2024-01-19,TikTok,2826.1000000000004,1092602,17591,258,0,4,0.01610009866355727,0.16065601728156445,2.5865777291273497,10.95387596899225,0.01466659087033142,
2024-01-20,Facebook,598.8,154925,2891,76,0,4,0.018660642246248183,0.20712556208924246,3.8650960142004194,7.878947368421052,0.026288481494292634,
2024-01-20,Google Ads,1234.0,252369,4447,133,6650.0,4,0.017621023184305522,0.2774904429952777,4.889665529442998,9.278195488721805,0.02990780301326737,5.388978930307942
2024-01-20,TikTok,2607.2,1006492,16069,238,0,4,0.01596535292878632,0.16225029560022403,2.5903832320574827,10.954621848739494,0.014811127014748895,
2024-01-21,Facebook,544.8,147036,2691,68,0,4,0.018301640414592344,0.20245261984392418,3.705215049375663,8.011764705882353,0.0252694165737644,
2024-01-21,Google Ads,1188.1,241047,4279,128,6400.0,4,0.01775172476736902,0.2776583313858378,4.928914278128332,9.28203125,0.029913531198878244,5.386751956905985
2024-01-21,TikTok,2422.5,932592,15047,221,0,4,0.016134601197522604,0.16099554728517312,2.597598950023161,10.961538461538462,0.014687313085664917,
2024-01-22,Facebook,618.6,159602,2991,81,0,4,0.018740366662071902,0.20682046138415247,3.8758912795579,7.637037037037038,0.02708124373119358,
2024-01-22,Google Ads,1324.0,261803,4791,146,7300.0,4,0.018300019480296255,0.2763514923815487,5.057237693991284,9.068493150684931,0.03047380505113755,5.513595166163142
2024-01-22,TikTok,2731.5,1044259,16947,246,0,4,0.0162287325270838,0.1611789697291556,2.615730388725402,11.103658536585366,0.01451584351212604,
2024-01-23,Facebook,674.0,171046,3257,88,0,4,0.019041661307484536,0.20693890082898372,3.940460460928639,7.659090909090909,0.027018728891618052,
2024-01-23,Google Ads,1401.0,274491,5146,158,7900.0,4,0.018747427055896188,0.2722502914885348,5.10399248062778,8.867088607594937,0.03070345899727944,5.638829407566024
2024-01-23,TikTok,2893.6,1114935,18026,266,0,4,0.01616775865857651,0.16052368800621325,2.5953082466690884,10.878195488721804,0.014756462886941085,
2024-01-24,Facebook,725.0,179925,3535,99,0,4,0.019647075170209808,0.2050919377652051,4.029456718076976,7.3232323232323235,0.028005657708628007,
2024-01-24,Google Ads,1481.3,287703,5436,169,8450.0,4,0.018894484937591893,0.2724981604120677,5.148712387427312,8.76508875739645,0.031089036055923475,5.7044487949773846
2024-01-24,TikTok,3171.7,1209369,19491,290,0,4,0.016116669105955255,0.16272638653737623,2.622607326630664,10.936896551724137,0.014878661946539428,
2024-01-25,Facebook,763.0999999999999,185924,3724,107,0,4,0.02002968955056905,0.20491407089151448,4.104365224500333,7.131775700934579,0.028732545649838882,
2024-01-25,Google Ads,1529.5,295380,5636,176,8800.0,4,0.019080506466246868,0.2713804116394606,5.178075699099465,8.690340909090908,0.031227821149751596,5.753514220333442
2024-01-25,TikTok,3258.8,1249148,20102,298,0,4,0.016092568694822392,0.16211322256491892,2.608818170464989,10.935570469798659,0.014824395582529102,
2024-01-26,Facebook,728.0,176703,3429,100,0,4,0.01940544303152748,0.21230679498396035,4.119907415267426,7.28,0.029163021289005542,
2024-01-26,Google Ads,1455.4,285480,5269,164,8200.0,4,0.018456634440240996,0.2762193964699184,5.098080425949278,8.87439024390244,0.03112545074966787,5.634189913425862
2024-01-26,TikTok,3048.2,1171591,18936,280,0,4,0.01616263696119209,0.1609738065061259,2.601761194819694,10.88642857142857,0.014786649767638362,
2024-01-27,Facebook,626.9000000000001,162925,3035,83,0,4,0.018628203160963634,0.2065568369028007,3.847782722111402,7.553012048192772,0.027347611202635916,
2024-01-27,Google Ads,1398.6999999999998,275925,5058,155,7750.0,4,0.01833106822506116,0.27653222617635426,5.069131104466793,9.023870967741935,0.030644523527085805,5.540859369414457
2024-01-27,TikTok,2826.1000000000004,1092602,17591,258,0,4,0.01610009866355727,0.16065601728156445,2.5865777291273497,10.95387596899225,0.01466659087033142,
2024-01-28,Facebook,584.8,155379,2850,75,0,4,0.018342247021798312,0.20519298245614034,3.763700371350054,7.797333333333333,0.02631578947368421,
2024-01-28,Google Ads,1297.0,260036,4635,138,6900.0,4,0.017824455075451093,0.27982740021574976,4.987770924025904,9.398550724637682,0.02977346278317152,5.319969159599075
2024-01-28,TikTok,2675.5,1041481,16802,247,0,4,0.01613279550947161,0.1592369955957624,2.5689378874890663,10.831983805668017,0.014700630877276515,
2024-01-29,Facebook,657.3,166925,3166,88,0,4,0.018966601767260744,0.2076121288692356,3.9376965703160103,7.469318181818181,0.027795325331648767,
2024-01-29,Google Ads,1363.4,269147,4912,149,7450.0,4,0.018250249863457517,0.2775651465798046,5.065633278468644,9.1503355704698,0.03033387622149837,5.464280475282382
2024-01-29,TikTok,2893.6,1114935,18026,266,0,4,0.01616775865857651,0.16052368800621325,2.5953082466690884,10.878195488721804,0.014756462886941085,
2024-01-30,Facebook,687.5,173370,3319,94,0,4,0.019144027225010095,0.20714070503163604,3.9655072965334255,7.3138297872340425,0.028321783669780054,
2024-01-30,Google Ads,1405.6000000000001,275036,5091,156,7800.0,4,0.018510304105644353,0.2760950697308977,5.110603702788,9.010256410256412,0.030642309958750738,5.549231644849174
2024-01-30,TikTok,2967.7,1142713,18413,271,0,4,0.016113407303496155,0.16117417042307064,2.5970650548300402,10.95092250922509,0.014717862379840331,
